year,month,city,district,price_riyals,area_m2,no_deals,status,realstate_cls,realstate_type
2018,اوغسطس,الرياض,حي/التعاون,18820546,4646.5,9,معتمدة,,
2018,سبتمبر,الرياض,حي/التعاون,33059158,10745.54,26,معتمدة,,
2018,اكتوبر,الرياض,حي/التعاون,16824696,4692.43,12,معتمدة,,
2018,نوفمبر,الرياض,حي/التعاون,10865100,4086.75,6,معتمدة,,
2018,ديسمبر,الرياض,حي/التعاون,13362500,4910.25,12,معتمدة,,
2018,مارس,الرياض,حي/الجامعة,0,0.0,0,معتمدة,,
2018,يوليو,الرياض,حي/الجامعة,0,0.0,0,معتمدة,,
2018,مارس,الرياض,حي/الجبس,0,0.0,0,معتمدة,,
2018,يونيو,الرياض,حي/الجبس,0,0.0,0,معتمدة,,
2018,يوليو,الرياض,حي/الجبس,100000,413.28,1,معتمدة,,
2018,اكتوبر,الرياض,حي/الجبس,0,0.0,0,معتمدة,,
2018,نوفمبر,الرياض,حي/الجبس,0,0.0,0,معتمدة,,
2018,يناير,الرياض,حي/الجرادية,610000,371.74,3,معتمدة,,
2018,فبراير,الرياض,حي/الجرادية,1332250,317.0,2,معتمدة,,
2018,مارس,الرياض,حي/الجرادية,1675800,1338.4499999999998,6,معتمدة,,
2018,ابريل,الرياض,حي/الجرادية,2359852,1063.98,8,معتمدة,,
2018,مايو,الرياض,حي/الجرادية,3390000,1437.52,10,معتمدة,,
2018,يونيو,الرياض,حي/الجرادية,0,0.0,0,معتمدة,,
2018,يوليو,الرياض,حي/الجرادية,1583750,1060.1200000000001,8,معتمدة,,
2018,اوغسطس,الرياض,حي/الجرادية,140000,181.88,2,معتمدة,,
2018,سبتمبر,الرياض,حي/الجرادية,200000,260.96,2,معتمدة,,
2018,اكتوبر,الرياض,حي/الجرادية,250000,322.88,3,معتمدة,,
2018,نوفمبر,الرياض,حي/الجرادية,1108500,762.4300000000001,2,معتمدة,,
2018,ديسمبر,الرياض,حي/الجرادية,210000,489.2,2,معتمدة,,
2018,يناير,الرياض,حي/الجزيرة,84895064,86233.0,23,معتمدة,,
2018,فبراير,الرياض,حي/الجزيرة,10994039,9531.55,20,معتمدة,,
2018,مارس,الرياض,حي/الجزيرة,11188848,7672.8,17,معتمدة,,
2018,ابريل,الرياض,حي/الجزيرة,12185355,9271.25,19,معتمدة,,
2018,مايو,الرياض,حي/الجزيرة,8000000,7744.0,16,معتمدة,,
2018,يونيو,الرياض,حي/الجزيرة,2253000,1749.81,3,معتمدة,,
2018,يوليو,الرياض,حي/الجزيرة,8338980,6438.8,13,معتمدة,,
2018,اوغسطس,الرياض,حي/الجزيرة,6859800,5324.0,11,معتمدة,,
2018,سبتمبر,الرياض,حي/الجزيرة,4000000,3388.0,7,معتمدة,,
2018,اكتوبر,الرياض,حي/الجزيرة,402120000,122625.97,6,معتمدة,,
2018,نوفمبر,الرياض,حي/الجزيرة,3860000,3388.0,7,معتمدة,,
2018,ديسمبر,الرياض,حي/الجزيرة,4165000,3688.0,8,معتمدة,,
2018,يناير,الرياض,حي/الجنادرية,47268291,28932.124999999996,45,معتمدة,,
2018,فبراير,الرياض,حي/الجنادرية,27797776,23373.72,48,معتمدة,,
2018,مارس,الرياض,حي/الجنادرية,35059763,28745.52,48,معتمدة,,
2018,ابريل,الرياض,حي/الجنادرية,26686509,17495.942499999997,43,معتمدة,,
2018,مايو,الرياض,حي/الجنادرية,11149806,11179.73,17,معتمدة,,
2018,يونيو,الرياض,حي/الجنادرية,5701068,3691.2749999999996,8,معتمدة,,
2018,يوليو,الرياض,حي/الجنادرية,23589042,27640.137500000004,31,معتمدة,,
2018,اوغسطس,الرياض,حي/الجنادرية,13479816,9196.589,20,معتمدة,,
2018,سبتمبر,الرياض,حي/الجنادرية,17442791,17911.659999999996,29,معتمدة,,
2018,اكتوبر,الرياض,حي/الجنادرية,53818458,51474.22999999999,87,معتمدة,,
2018,نوفمبر,الرياض,حي/الجنادرية,70933801,65192.097499999996,87,معتمدة,,
2018,ديسمبر,الرياض,حي/الجنادرية,116885216,129602.53499999996,192,معتمدة,,
2018,يناير,الرياض,حي/الحائر,122000,662.77,2,معتمدة,,
2018,فبراير,الرياض,حي/الحائر,2628000,4160.110000000001,9,معتمدة,,
2018,مارس,الرياض,حي/الحائر,1842000,2874.83,6,معتمدة,,
2018,ابريل,الرياض,حي/الحائر,2307105,4416.719999999999,11,معتمدة,,
2018,مايو,الرياض,حي/الحائر,5194486,97719.92,9,معتمدة,,
2018,يونيو,الرياض,حي/الحائر,1380000,2347.3999999999996,5,معتمدة,,
2018,يوليو,الرياض,حي/الحائر,3807085,33432.98,46,معتمدة,,
2018,اوغسطس,الرياض,حي/الحائر,2261905,63820.26,20,معتمدة,,
2018,سبتمبر,الرياض,حي/الحائر,4082338,30700.51,44,معتمدة,,
2018,اكتوبر,الرياض,حي/الحائر,2298434,46449.79,55,معتمدة,,
2018,نوفمبر,الرياض,حي/الحائر,4696745,52806.84,70,معتمدة,,
2018,ديسمبر,الرياض,حي/الحائر,4087056,92061.35,42,معتمدة,,
2018,يناير,الرياض,حي/الحزم,20060971,21332.026700000002,19,معتمدة,,
2018,فبراير,الرياض,حي/الحزم,21632150,18521.670000000002,37,معتمدة,,
2018,مارس,الرياض,حي/الحزم,16074571,10072.11,26,معتمدة,,
2018,ابريل,الرياض,حي/الحزم,33484132,17638.75,25,معتمدة,,
2018,مايو,الرياض,حي/الحزم,35902763,32401.745000000006,36,معتمدة,,
2018,يونيو,الرياض,حي/الحزم,3643116,2045.0,5,معتمدة,,
2018,يوليو,الرياض,حي/الحزم,11270431,10497.045,25,معتمدة,,
2018,اوغسطس,الرياض,حي/الحزم,4199374,4020.45,9,معتمدة,,
2018,سبتمبر,الرياض,حي/الحزم,8245697,6777.709999999999,16,معتمدة,,
2018,اكتوبر,الرياض,حي/الحزم,48898871,31921.69,27,معتمدة,,
2018,نوفمبر,الرياض,حي/الحزم,22920643,20362.519999999997,46,معتمدة,,
2018,ديسمبر,الرياض,حي/الحزم,33933789,31123.53,40,معتمدة,,
2018,يناير,الرياض,حي/الحمراء,19249268,7034.79,11,معتمدة,,
2018,فبراير,الرياض,حي/الحمراء,17551902,6482.72,9,معتمدة,,
